Yes/No siphon,Classification,Latitude,Longitude,Photo
0,Aedes,35.5234,-97.3714,https://data.globe.gov/system/photos/2019/06/26/1117624/original.jpg
0,Aedes,35.5234,-97.3714,https://data.globe.gov/system/photos/2019/06/26/1117625/original.jpg
0,Aedes,35.5233,-97.3713,https://data.globe.gov/system/photos/2019/06/25/1117612/original.jpg
0,Aedes,35.5233,-97.3713,https://data.globe.gov/system/photos/2019/06/25/1117609/original.jpg
0,Aedes,35.5233,-97.3713,https://data.globe.gov/system/photos/2019/06/25/1117611/original.jpg
0,Aedes,35.5236,-97.3712,https://data.globe.gov/system/photos/2019/06/26/1117614/original.jpg
0,Aedes,35.5236,-97.3712,https://data.globe.gov/system/photos/2019/06/26/1117617/original.jpg
0,Aedes,35.5236,-97.3712,https://data.globe.gov/system/photos/2019/06/26/1117616/original.jpg
1,Anopheles,35.5232,-97.3714,https://data.globe.gov/system/photos/2019/06/26/1117623/original.jpg
1,Anopheles,35.5232,-97.3714,https://data.globe.gov/system/photos/2019/06/26/1117622/original.jpg
1,Anopheles,35.5232,-97.3714,https://data.globe.gov/system/photos/2019/06/26/1117620/original.jpg
1,Anopheles,35.5232,-97.3714,https://data.globe.gov/system/photos/2019/06/26/1117620/original.jpg
1,Anopheles,35.5232,-97.3714,https://data.globe.gov/system/photos/2019/06/26/1117621/original.jpg
1,Anopheles,35.5232,-97.3714,https://data.globe.gov/system/photos/2019/06/26/1117619/original.jpg
1,Anopheles,35.5232,-97.3714,https://data.globe.gov/system/photos/2019/06/26/1117618/original.jpg
0,Aedes,35.5232,-97.3713,https://data.globe.gov/system/photos/2019/06/20/1117558/original.jpg
0,Aedes,35.5232,-97.3713,https://data.globe.gov/system/photos/2019/06/20/1117559/original.jpgg
0,Aedes,35.5232,-97.3713,https://data.globe.gov/system/photos/2019/06/20/1117557/original.jpg
0,Aedes,35.5233,-97.3713,https://data.globe.gov/system/photos/2019/07/24/1150599/original.jpg
0,Aedes,35.5233,-97.3713,https://data.globe.gov/system/photos/2019/07/24/1150598/original.jpg
0,Aedes,35.5233,-97.3713,https://data.globe.gov/system/photos/2019/07/24/1150600/original.jpg
0,Aedes,35.5232,-97.3712,https://data.globe.gov/system/photos/2019/07/24/1150601/original.jpg
0,Aedes,35.5232,-97.3712,https://data.globe.gov/system/photos/2019/07/24/1150602/original.jpg
0,Aedes,35.523,-97.3716,https://data.globe.gov/system/photos/2019/07/24/1150594/original.jpg
0,Aedes,35.523,-97.3716,https://data.globe.gov/system/photos/2019/07/24/1150595/original.jpg
1,Anopheles,35.5235,-97.3713,https://data.globe.gov/system/photos/2019/07/19/1141351/original.jpg
0,Aedes,35.5232,-97.3717,https://data.globe.gov/system/photos/2019/07/19/1141354/original.jpg
0,Aedes,35.5232,-97.3717,https://data.globe.gov/system/photos/2019/07/19/1141355/original.jpg
0,Aedes,35.2063,-97.43,https://data.globe.gov/system/photos/2019/07/21/1142995/original.jpg
0,Aedes,35.2063,-97.43,https://data.globe.gov/system/photos/2019/07/21/1143003/original.jpg
0,Aedes,35.5131,-97.6281,https://data.globe.gov/system/photos/2019/06/28/1118713/original.jpg
0,Aedes,35.5131,-97.6281,https://data.globe.gov/system/photos/2019/06/28/1118712/original.jpg
0,Aedes,35.5131,-97.6281,https://data.globe.gov/system/photos/2019/06/28/1118712/original.jpg
0,Aedes,35.3349,-97.5501,https://data.globe.gov/system/photos/2021/08/18/2383695/original.jpg
0,Aedes,35.3349,-97.5501,https://data.globe.gov/system/photos/2021/08/18/2383694/original.jpg
0,Aedes,35.3349,-97.55,https://data.globe.gov/system/photos/2021/08/08/2371356/original.jpg
0,Aedes,35.3349,-97.55,https://data.globe.gov/system/photos/2021/08/08/2371355/original.jpg
0,Aedes,35.3348,-97.5501,https://data.globe.gov/system/photos/2021/08/18/2383698/original.jpg
0,Aedes,35.3348,-97.5501,https://data.globe.gov/system/photos/2021/08/18/2383697/original.jpg
0,Aedes,35.3374,-97.4733,https://data.globe.gov/system/photos/2019/08/21/1173238/original.jpg
0,Aedes,35.3374,-97.4733,https://data.globe.gov/system/photos/2019/08/21/1173239/original.jpg
0,Aedes,35.3374,-97.4733,https://data.globe.gov/system/photos/2019/08/21/1173240/original.jpg
0,Aedes,35.3374,-97.4733,https://data.globe.gov/system/photos/2019/08/21/1173237/original.jpg
0,Aedes,35.3373,-97.4732,https://data.globe.gov/system/photos/2019/08/28/1182754/original.jpg
0,Aedes,35.3373,-97.4732,https://data.globe.gov/system/photos/2019/08/28/1182755/original.jpg
0,Aedes,35.3373,-97.4732,https://data.globe.gov/system/photos/2019/08/28/1182757/original.jpg
0,Aedes,35.3373,-97.4732,https://data.globe.gov/system/photos/2019/08/28/1182756/original.jpg
0,Aedes,35.3372,-97.4732,https://data.globe.gov/system/photos/2019/08/28/1182764/original.jpg
0,Aedes,35.3372,-97.4732,https://data.globe.gov/system/photos/2019/08/28/1182763/original.jpg
0,Aedes,35.3372,-97.4732,https://data.globe.gov/system/photos/2019/08/28/1182760/original.jpg
0,Aedes,35.3372,-97.4732,https://data.globe.gov/system/photos/2019/08/28/1182762/original.jpg
0,Aedes,35.3372,-97.4732,https://data.globe.gov/system/photos/2019/08/28/1182761/original.jpg
0,Culex,35.3344,-97.5491,https://data.globe.gov/system/photos/2019/06/20/1109625/original.jpg
0,Culex,35.3344,-97.5491,https://data.globe.gov/system/photos/2019/06/20/1109627/original.jpg
1,Anopheles,35.3344,-97.5491,https://data.globe.gov/system/photos/2019/06/20/1109621/original.jpg
0,Aedes,35.2055,-97.7389,https://data.globe.gov/system/photos/2019/07/05/1125867/original.jpg
0,Aedes,35.2055,-97.7389,https://data.globe.gov/system/photos/2019/07/05/1125869/original.jpg
0,Culex,25.9855,-80.1294,https://data.globe.gov/system/photos/2019/07/06/1127904/original.jpg
0,Culex,35.4882,-97.5237,https://data.globe.gov/system/photos/2019/07/10/1131802/original.jpg
0,Culex,35.4882,-97.5237,https://data.globe.gov/system/photos/2019/07/10/1131801/original.jpg
0,Culex,35.4882,-97.5237,https://data.globe.gov/system/photos/2019/07/10/1131805/original.jpg
0,Culex,35.4882,-97.5237,https://data.globe.gov/system/photos/2019/07/10/1131804/original.jpg
1,Anopheles,35.4882,-97.5237,https://data.globe.gov/system/photos/2019/07/10/1131806/original.jpg
1,Anopheles,35.4882,-97.5237,https://data.globe.gov/system/photos/2019/07/10/1131807/original.jpg
0,Aedes,35.4886,-97.5238,https://data.globe.gov/system/photos/2019/07/03/1131789/original.jpg
0,Aedes,35.4886,-97.5238,https://data.globe.gov/system/photos/2019/07/03/1131787/original.jpg
0,Aedes,35.4886,-97.5238,https://data.globe.gov/system/photos/2019/07/03/1131786/original.jpg
0,Aedes,35.4886,-97.5238,https://data.globe.gov/system/photos/2019/07/03/1131790/original.jpg
0,Aedes,35.4883,-97.5237,https://data.globe.gov/system/photos/2019/07/03/1131781/original.jpg
0,Aedes,35.4883,-97.5237,https://data.globe.gov/system/photos/2019/07/03/1131782/original.jpg
0,Aedes,35.4883,-97.5237,https://data.globe.gov/system/photos/2019/07/03/1131783/original.jpg
0,Aedes,35.4883,-97.5237,https://data.globe.gov/system/photos/2019/07/17/1138871/original.jpg
0,Aedes,35.4883,-97.5237,https://data.globe.gov/system/photos/2019/07/17/1138870/original.jpg
0,Aedes,35.4883,-97.5237,https://data.globe.gov/system/photos/2019/07/17/1138869/original.jpg
0,Aedes,35.4883,-97.5237,https://data.globe.gov/system/photos/2019/07/17/1138868/original.jpg
0,Aedes,35.4004,-97.7449,https://data.globe.gov/system/photos/2019/07/17/1138613/original.jpg
0,Aedes,-5.1934,-80.6488,https://data.globe.gov/system/photos/2019/04/23/1048781/original.jpg
0,Aedes,-5.1944,-80.6484,https://data.globe.gov/system/photos/2019/04/23/1048778/original.jpg
0,Aedes,-5.1934,-80.6488,https://data.globe.gov/system/photos/2019/05/10/1066452/original.jpg
0,Aedes,-5.1933,-80.6487,https://data.globe.gov/system/photos/2019/05/09/1065392/original.jpg
0,Aedes,-5.1934,-80.6492,https://data.globe.gov/system/photos/2019/05/09/1065409/original.jpg
0,Aedes,-5.1932,-80.6487,https://data.globe.gov/system/photos/2019/05/09/1065410/original.jpg
0,Aedes,-5.1935,-80.6488,https://data.globe.gov/system/photos/2019/04/29/1054444/original.jpg
0,Aedes,-5.1933,-80.6487,https://data.globe.gov/system/photos/2019/04/26/1054418/original.jpg
0,Aedes,-5.1931,-80.6487,https://data.globe.gov/system/photos/2019/04/26/1054417/original.jpg
0,Aedes,-5.1935,-80.6489,https://data.globe.gov/system/photos/2019/04/26/1054416/original.jpg
0,Aedes,-5.1934,-80.6487,https://data.globe.gov/system/photos/2019/04/24/1049938/original.jpg
0,Aedes,-5.1934,-80.6487,https://data.globe.gov/system/photos/2019/04/24/1049937/original.jpg
0,Aedes,-22.93057,-43.2515,https://data.globe.gov/system/photos/2018/04/20/701856/original.jpg
0,Aedes,-22.93057,-43.2515,https://data.globe.gov/system/photos/2018/04/20/701857/original.jpg
1,Anopheles,-12.02622,-77.06852,https://data.globe.gov/system/photos/2018/05/18/751858/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/05/25/746105/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/05/25/746104/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/05/07/726665/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/05/07/726666/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/05/31/750332/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/05/31/750331/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/11/23/909503/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/11/23/909502/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/11/23/909507/original.jpg
0,Aedes,-12.02471,-77.02719,https://data.globe.gov/system/photos/2018/11/23/909504/original.jpg
0,Aedes,-12.22972,-76.92398,https://data.globe.gov/system/photos/2018/05/04/723239/original.jpg
0,Aedes,-12.22972,-76.92398,https://data.globe.gov/system/photos/2018/05/04/723242/original.jpg
0,Aedes,-12.22972,-76.92398,https://data.globe.gov/system/photos/2018/05/04/723243/original.jpg
0,Aedes,-12.22972,-76.92398,https://data.globe.gov/system/photos/2018/05/04/723240/original.jpg
0,Aedes,-12.22972,-76.92398,https://data.globe.gov/system/photos/2018/05/04/723244/original.jpg
0,Aedes,-12.22972,-76.92398,https://data.globe.gov/system/photos/2018/05/04/723245/original.jpg
0,Aedes,-12.15162,-76.97486,https://data.globe.gov/system/photos/2018/06/14/764726/original.jpg
0,Aedes,-12.15162,-76.97486,https://data.globe.gov/system/photos/2018/06/14/764724/original.jpg
0,Aedes,-12.15162,-76.97486,https://data.globe.gov/system/photos/2018/06/14/764725/original.jpg
0,Aedes,-12.15162,-76.97486,https://data.globe.gov/system/photos/2019/07/02/1149744/original.jpg
0,Aedes,5.7918,-55.1817,https://data.globe.gov/system/photos/2019/07/03/1149756/original.jpg
0,Aedes,-5.37389,-80.73553,https://data.globe.gov/system/photos/2018/04/17/764473/original.jpg
0,Aedes,-5.37389,-80.73553,https://data.globe.gov/system/photos/2018/04/17/764472/original.jpg
0,Aedes,-5.37389,-80.73553,https://data.globe.gov/system/photos/2018/04/17/764470/original.jpg
0,Aedes,-5.37389,-80.73553,https://data.globe.gov/system/photos/2018/04/17/764471/original.jpg
0,Aedes,-5.40194,-80.74726,https://data.globe.gov/system/photos/2018/06/07/764483/original.jpg
1,Anopheles,-5.40194,-80.74726,https://data.globe.gov/system/photos/2018/06/07/764481/original.jpg
0,Aedes,-5.36937,-80.73644,https://data.globe.gov/system/photos/2018/04/17/761838/original.jpg
0,Aedes,-5.36937,-80.73644,https://data.globe.gov/system/photos/2018/04/17/761837/original.jpg
0,Aedes,-5.36937,-80.73644,https://data.globe.gov/system/photos/2018/04/17/761834/original.jpg
0,Culex,-5.36937,-80.73644,https://data.globe.gov/system/photos/2018/04/17/761830/original.jpg
0,Culex,-5.36937,-80.73644,https://data.globe.gov/system/photos/2018/04/17/761833/original.jpg
0,Aedes,10.776,-74.8556,https://data.globe.gov/system/photos/2019/04/30/1055977/original.jpg
0,Aedes,3.9552,-76.2714,https://data.globe.gov/system/photos/2019/10/24/1291272/original.jpg
0,Aedes,10.16246,-75.30104,https://data.globe.gov/system/photos/2019/10/06/1237034/original.jpg
0,Aedes,10.16246,-75.30104,https://data.globe.gov/system/photos/2019/10/06/1237036/original.jpg
1,Anopheles,3.9552,-76.2714,https://data.globe.gov/system/photos/2019/09/17/1219931/original.jpg
0,Aedes,3.9552,-76.2714,https://data.globe.gov/system/photos/2019/10/24/1291272/original.jpg
0,Aedes,6.5008,2.6188,https://data.globe.gov/system/photos/2019/09/05/1192822/original.jpg
0,Aedes,6.5909,2.6907,https://data.globe.gov/system/photos/2019/09/07/1195447/original.jpg
0,Aedes,6.5947,2.6928,https://data.globe.gov/system/photos/2019/09/07/1195442/original.jpg
0,Aedes,6.6023,2.6902,https://data.globe.gov/system/photos/2019/09/10/1198149/original.jpg
0,Aedes,6.604,2.6902,https://data.globe.gov/system/photos/2019/09/10/1198157/original.jpg
0,Aedes,6.4991,2.6225,https://data.globe.gov/system/photos/2019/09/05/1192888/original.jpg
0,Aedes,6.601,2.6892,https://data.globe.gov/system/photos/2019/09/12/1201373/original.jpg
0,Aedes,14.689,-17.4605,https://data.globe.gov/system/photos/2019/09/08/1195923/original.jpg
1,Anopheles,14.6865,-17.4627,https://data.globe.gov/system/photos/2019/09/08/1195880/original.jpg
0,Aedes,14.778,17.3801,https://data.globe.gov/system/photos/2019/09/08/1195917/original.jpg
1,Anopheles,14.6895,-17.4648,https://data.globe.gov/system/photos/2019/09/08/1195892/original.jpg
0,Culex,14.6888,-17.4606,https://data.globe.gov/system/photos/2019/09/26/1219783/original.jpg
0,Culex,14.74,-17.3085,https://data.globe.gov/system/photos/2019/09/23/1216072/original.jpg
0,Aedes,6.4789,2.3475,https://data.globe.gov/system/photos/2019/09/25/1218812/original.jpg
0,Aedes,6.4327,2.2485,https://data.globe.gov/system/photos/2019/09/14/1203910/original.jpg
0,Aedes,6.4892,2.359,https://data.globe.gov/system/photos/2019/09/14/1205829/original.jpg
0,Culex,6.4949,2.3595,https://data.globe.gov/system/photos/2019/09/15/1203867/original.jpg
0,Aedes,6.4558,2.2453,https://data.globe.gov/system/photos/2019/09/14/1203939/original.jpg
0,Aedes,6.5017,2.3484,https://data.globe.gov/system/photos/2019/09/23/1215653/original.jpg
0,Aedes,6.4997,2.3534,https://data.globe.gov/system/photos/2019/09/12/1201251/original.jpg
0,Aedes,15.0412,-16.2473,https://data.globe.gov/system/photos/2019/09/14/1203081/original.jpg
0,Aedes,15.0744,-16.352,https://data.globe.gov/system/photos/2019/09/21/1213645/original.jpg
1,Anopheles,15.0759,-16.3464,https://data.globe.gov/system/photos/2019/09/22/1214301/original.jpg
0,Culex,15.038,-16.2506,https://data.globe.gov/system/photos/2019/09/16/1205086/original.jpg
1,Anopheles,15.0401,-16.2502,https://data.globe.gov/system/photos/2019/09/16/1205066/original.jpg
0,Culex,15.0372,-16.2561,https://data.globe.gov/system/photos/2020/01/30/1469242/original.jpg
0,Culex,15.0401,-16.2502,https://data.globe.gov/system/photos/2020/01/30/1469270/original.jpg
0,Culex,15.038,-16.2506,https://data.globe.gov/system/photos/2019/11/04/1328939/original.jpg
0,Culex,15.0401,-16.2502,https://data.globe.gov/system/photos/2019/09/14/1203412/original.jpg
0,Aedes,15.0376,-16.2534,https://data.globe.gov/system/photos/2019/09/14/1203400/original.jpg
1,Anopheles,15.0307,-16.2631,https://data.globe.gov/system/photos/2019/09/15/1204118/original.jpg
0,Aedes,15.0433,-16.2447,https://data.globe.gov/system/photos/2019/09/17/1206197/original.jpg
0,Aedes,15.0399,-16.2473,https://data.globe.gov/system/photos/2019/09/17/1206192/original.jpg
0,Aedes,15.0434,-16.2432,https://data.globe.gov/system/photos/2019/09/14/1203034/original.jpg
0,Aedes,15.0765,-16.3472,https://data.globe.gov/system/photos/2019/09/20/1212881/original.jpg
1,Anopheles,15.043,-16.2506,https://data.globe.gov/system/photos/2019/09/15/1203798/original.jpg
1,Anopheles,15.0754,-16.3551,https://data.globe.gov/system/photos/2019/09/23/1215964/original.jpg
0,Aedes,15.0712,-16.3494,https://data.globe.gov/system/photos/2019/09/15/1203789/original.jpg
0,Aedes,15.0224,-16.271,https://data.globe.gov/system/photos/2019/10/02/1227040/original.jpg
0,Aedes,15.0315,-16.2616,https://data.globe.gov/system/photos/2019/09/30/1224098/original.jpg
0,Aedes,15.1108,-16.415,https://data.globe.gov/system/photos/2019/09/21/1213875/original.jpg
0,Aedes,15.0744,-16.352,https://data.globe.gov/system/photos/2019/10/05/1230980/original.jpg
1,Anopheles,15.0774,-16.3402,https://data.globe.gov/system/photos/2019/09/15/1203822/original.jpg
0,Culex,15.0397,-16.2504,https://data.globe.gov/system/photos/2020/01/23/1461233/original.jpg
0,Aedes,15.0562,-16.2336,https://data.globe.gov/system/photos/2019/09/16/1344009/original.jpg
0,Aedes,14.95,-16.8002,https://data.globe.gov/system/photos/2019/11/18/1377820/original.jpg
0,Aedes,15.051,-16.2384,https://data.globe.gov/system/photos/2019/10/30/1312023/original.jpg
0,Aedes,14.8449,-15.8791,https://data.globe.gov/system/photos/2019/11/05/1334113/original.jpg
0,Aedes,15.051,-16,https://data.globe.gov/system/photos/2019/10/27/1303079/original.jpg
0,Aedes,15.0551,16.2336,https://data.globe.gov/system/photos/2019/09/16/1204808/original.jpg
0,Aedes,15.0474,-16.2416,https://data.globe.gov/system/photos/2019/10/12/1242388/original.jpg
0,Aedes,15.0443,-16.2438,https://data.globe.gov/system/photos/2019/09/19/1210683/original.jpg
0,Aedes,15.0443,-16.2358,https://data.globe.gov/system/photos/2019/09/19/1210675/original.jpg
1,Anopheles,15.0267,-16.2608,https://data.globe.gov/system/photos/2019/09/19/1210671/original.jpg
1,Anopheles,15.0461,-16.2438,https://data.globe.gov/system/photos/2019/09/19/1210671/original.jpg
1,Anopheles,14.9724,-16.4915,https://data.globe.gov/system/photos/2019/09/19/1210679/original.jpg
0,Aedes,15.0374,-16.2586,https://data.globe.gov/system/photos/2020/01/27/1465798/original.jpg
1,Anopheles,15.0382,-16.2524,https://data.globe.gov/system/photos/2020/01/08/1440676/original.jpg
0,Aedes,15.0382,-16.2524,https://data.globe.gov/system/photos/2020/01/10/1443115/original.jpg
0,Aedes,15.0374,-16.2585,https://data.globe.gov/system/photos/2020/02/19/1491872/original.jpg
0,Aedes,15.0374,-16.2586,https://data.globe.gov/system/photos/2020/02/01/1472279/original.jpg
0,Aedes,15.0374,-16.2538,https://data.globe.gov/system/photos/2020/01/31/1471564/original.jpg
0,Culex,15.0315,-16.2616,https://data.globe.gov/system/photos/2019/09/25/1218068/original.jpg
0,Aedes,15.0351,-16.2565,https://data.globe.gov/system/photos/2019/09/20/1212180/original.jpg
0,Aedes,15.0365,-16.2564,https://data.globe.gov/system/photos/2019/09/21/1213249/original.jpg
0,Aedes,15.0425,-16.2542,https://data.globe.gov/system/photos/2019/09/16/1204740/original.jpg
0,Aedes,15.0381,-16.2591,https://data.globe.gov/system/photos/2019/09/26/1219694/original.jpg
0,Aedes,15.0364,-16.2579,https://data.globe.gov/system/photos/2019/09/19/1210640/original.jpg
0,Aedes,15.0442,-16.2435,https://data.globe.gov/system/photos/2019/09/16/1204776/original.jpg
0,Aedes,15.0473,-16.2415,https://data.globe.gov/system/photos/2019/10/12/1242403/original.jpg
0,Aedes,15.0344,-16.2505,https://data.globe.gov/system/photos/2019/09/16/1204748/original.jpg
0,Aedes,15.0806,-16.2509,https://data.globe.gov/system/photos/2019/09/16/1204828/original.jpg
1,Anopheles,15.0706,-16.2198,https://data.globe.gov/system/photos/2019/11/13/1363053/original.jpg
0,Aedes,15.0411,-16.2471,https://data.globe.gov/system/photos/2019/09/16/1204832/original.jpg
0,Aedes,15.0377,-16.2586,https://data.globe.gov/system/photos/2019/09/26/1219764/original.jpg
0,Aedes,15.0528,-16.2378,https://data.globe.gov/system/photos/2019/09/16/1204821/original.jpg
0,Aedes,15.0052,-15.9983,https://data.globe.gov/system/photos/2019/09/18/1208277/original.jpg
1,Anopheles,9.2034,2.3742,https://data.globe.gov/system/photos/2019/09/16/1205104/original.jpg
0,Culex,9.3371,2.6451,https://data.globe.gov/system/photos/2019/09/16/1205099/original.jpg
0,Culex,9.3376,2.6452,https://data.globe.gov/system/photos/2019/09/16/1205102/original.jpg
0,Culex,9.1993,2.3788,https://data.globe.gov/system/photos/2019/09/16/1205129/original.jpg
0,Aedes,9.2022,2.3754,https://data.globe.gov/system/photos/2019/09/16/1205069/original.jpg
0,Culex,9.2023,2.3755,https://data.globe.gov/system/photos/2019/09/16/1205083/original.jpg
0,Aedes,9.1994,2.3777,https://data.globe.gov/system/photos/2019/09/16/1205127/original.jpg
1,Anopheles,9.2039,2.3738,https://data.globe.gov/system/photos/2019/09/16/1205004/original.jpg
0,Aedes,9.2035,2.3742,https://data.globe.gov/system/photos/2019/09/16/1204951/original.jpg
0,Aedes,9.3364,2.6454,https://data.globe.gov/system/photos/2019/09/16/1205049/original.jpg
0,Culex,9.203,2.3725,https://data.globe.gov/system/photos/2019/09/16/1204941/original.jpg
0,Aedes,9.2037,2.3733,https://data.globe.gov/system/photos/2019/09/16/1205047/original.jpg
1,Anopheles,9.2017,2.3752,https://data.globe.gov/system/photos/2019/09/16/1205051/original.jpg
0,Culex,9.3779,2.6141,https://data.globe.gov/system/photos/2019/09/21/1213481/original.jpg
0,Culex,9.3657,2.6193,https://data.globe.gov/system/photos/2019/09/20/1211576/original.jpg
0,Culex,9.3653,2.6193,https://data.globe.gov/system/photos/2019/09/20/1211581/original.jpg
0,Culex,9.3677,2.6192,https://data.globe.gov/system/photos/2019/09/20/1211585/original.jpg
0,Culex,9.3696,2.6199,https://data.globe.gov/system/photos/2019/09/20/1211614/original.jpg
0,Culex,9.3705,2.62,https://data.globe.gov/system/photos/2019/09/20/1211627/original.jpg
0,Culex,9.3677,2.6248,https://data.globe.gov/system/photos/2019/09/21/1213458/original.jpg
0,Aedes,9.3773,2.614,https://data.globe.gov/system/photos/2019/09/21/1213500/original.jpg
0,Aedes,9.3656,2.624,https://data.globe.gov/system/photos/2019/09/21/1213364/original.jpg
1,Anopheles,9.3794,2.652,https://data.globe.gov/system/photos/2019/09/16/1205612/original.jpg
1,Anopheles,9.3784,2.6519,https://data.globe.gov/system/photos/2019/09/16/1205632/original.jpg
1,Anopheles,9.3798,2.6497,https://data.globe.gov/system/photos/2019/09/16/1205638/original.jpg
1,Anopheles,9.3783,2.6513,https://data.globe.gov/system/photos/2019/09/16/1205615/original.jpg
1,Anopheles,9.3802,2.6516,https://data.globe.gov/system/photos/2019/09/16/1205620/original.jpg
0,Culex,9.3342,2.6479,https://data.globe.gov/system/photos/2019/09/16/1204553/original.jpg
0,Culex,9.3318,2.6414,https://data.globe.gov/system/photos/2019/09/16/1204937/original.jpg
1,Anopheles,9,2.6472,https://data.globe.gov/system/photos/2019/09/14/1203209/original.jpg
0,Aedes,9.3365,2.6473,https://data.globe.gov/system/photos/2019/09/14/1203220/original.jpg
0,Culex,9.3396,2.6377,https://data.globe.gov/system/photos/2019/09/16/1204736/original.jpg
1,Anopheles,9.3364,2.6491,https://data.globe.gov/system/photos/2019/09/16/1204695/original.jpg
0,Culex,9.3359,2.654,https://data.globe.gov/system/photos/2019/09/16/1204662/original.jpg
0,Culex,9.3257,2.6465,https://data.globe.gov/system/photos/2019/09/16/1204845/original.jpg
0,Culex,9.3356,2.6422,https://data.globe.gov/system/photos/2019/09/16/1204980/original.jpg
0,Aedes,9.3345,2.6503,https://data.globe.gov/system/photos/2019/09/16/1204859/original.jpg
0,Culex,9.2014,2.3752,https://data.globe.gov/system/photos/2019/09/16/1205044/original.jpg
0,Culex,9.2021,2.3755,https://data.globe.gov/system/photos/2019/09/16/1205021/original.jpg
0,Culex,43.2994,-74.2179,https://data.globe.gov/system/photos/2019/09/16/1205470/original.jpg
0,Aedes,9.2303,2.3806,https://data.globe.gov/system/photos/2019/09/16/1205367/original.jpg
0,Culex,9.2319,2.3742,https://data.globe.gov/system/photos/2019/09/16/1205513/original.jpg
0,Culex,9.2273,2.3817,https://data.globe.gov/system/photos/2019/09/16/1205431/original.jpg
0,Culex,9.2304,2.3806,https://data.globe.gov/system/photos/2019/09/16/1205377/original.jpg
0,Culex,9.2329,2.3819,https://data.globe.gov/system/photos/2019/09/16/1205452/original.jpg
0,Culex,9.2335,2.3742,https://data.globe.gov/system/photos/2019/09/16/1205640/original.jpg
0,Culex,9.3352,2.6457,https://data.globe.gov/system/photos/2019/09/16/1205036/original.jpg
0,Culex,9.2271,2.3815,https://data.globe.gov/system/photos/2019/09/16/1205180/original.jpg
0,Culex,6.5269,2.6023,https://data.globe.gov/system/photos/2019/09/14/1202917/original.jpg
0,Culex,11.1425,-4.2647,https://data.globe.gov/system/photos/2019/09/16/1204707/original.jpg
0,Aedes,15.0382,-16.2539,https://data.globe.gov/system/photos/2019/09/14/1203177/original.jpg
0,Aedes,15.0388,-16.2545,https://data.globe.gov/system/photos/2019/10/02/1227321/original.jpg
0,Culex,15.0374,-16.2542,https://data.globe.gov/system/photos/2019/09/14/1203320/original.jpg
1,Anopheles,15.0373,-16.2548,https://data.globe.gov/system/photos/2019/09/14/1203344/original.jpg
0,Aedes,15.0383,-16.254,https://data.globe.gov/system/photos/2019/10/02/1227353/original.jpg
1,Anopheles,15.0419,-16.2547,https://data.globe.gov/system/photos/2019/10/02/1227239/original.jpg
0,Aedes,15.039,-16.2545,https://data.globe.gov/system/photos/2019/10/02/1227377/original.jpg
0,Aedes,15.0387,-16.2543,https://data.globe.gov/system/photos/2019/10/02/1227245/original.jpg
0,Culex,15.0382,-16.2546,https://data.globe.gov/system/photos/2019/10/02/1227232/original.jpg
0,Aedes,15.0354,-16.2559,https://data.globe.gov/system/photos/2019/09/16/1205839/original.jpg
0,Aedes,15.0356,-16.2572,https://data.globe.gov/system/photos/2019/09/19/1213369/original.jpg
0,Aedes,15.0367,-16.2596,https://data.globe.gov/system/photos/2019/09/16/1204272/original.jpg
0,Aedes,15.0337,-16.2559,https://data.globe.gov/system/photos/2019/09/16/1204917/original.jpg
0,Culex,15.0043,-16.2729,https://data.globe.gov/system/photos/2019/09/24/1217537/original.jpg
1,Anopheles,15.0669,-16.3453,https://data.globe.gov/system/photos/2019/09/15/1203762/original.jpg
0,Aedes,15.041,-16.2472,https://data.globe.gov/system/photos/2019/09/16/1204731/original.jpg
0,Culex,15.0503,-16.2395,https://data.globe.gov/system/photos/2019/11/02/1323337/original.jpg
1,Anopheles,15.0505,-16.2397,https://data.globe.gov/system/photos/2019/10/02/1235812/original.jpg
0,Aedes,15.0428,-16.2404,https://data.globe.gov/system/photos/2019/09/16/1204932/original.jpg
0,Aedes,15.0749,-16.3533,https://data.globe.gov/system/photos/2019/11/08/1347112/original.jpg
0,Culex,14.6868,-17.4605,https://data.globe.gov/system/photos/2019/09/19/1209826/original.jpg
0,Culex,14.7157,-17.2491,https://data.globe.gov/system/photos/2019/09/20/1211758/original.jpg
0,Culex,14.7166,-17.2469,https://data.globe.gov/system/photos/2019/09/20/1211745/original.jpg
0,Aedes,14.6865,-17.4607,https://data.globe.gov/system/photos/2019/09/19/1209830/original.jpg
0,Aedes,14.7149,-17.2454,https://data.globe.gov/system/photos/2019/09/22/1214296/original.jpg
